Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
11:20:30 Feb 28 2024,95,73,7,0,0
11:20:34 Feb 28 2024,95,72,25,0,0
11:20:38 Feb 28 2024,95,73,21,0,0
11:20:42 Feb 28 2024,95,71,32,0,0
11:20:46 Feb 28 2024,94,75,10,0,0
11:20:50 Feb 28 2024,95,74,26,0,0
11:20:54 Feb 28 2024,95,73,0,0,0
11:20:58 Feb 28 2024,95,73,1,0,0
11:21:02 Feb 28 2024,96,72,4,0,0
11:21:06 Feb 28 2024,96,75,1,0,0
11:21:10 Feb 28 2024,96,75,10,0,0
11:21:14 Feb 28 2024,96,77,11,0,0
11:21:18 Feb 28 2024,96,78,9,0,0
11:21:22 Feb 28 2024,95,79,3,0,0
11:21:26 Feb 28 2024,96,78,8,0,0
11:21:30 Feb 28 2024,96,78,0,0,0
11:21:34 Feb 28 2024,95,72,0,0,0
11:21:38 Feb 28 2024,96,72,3,0,0
11:21:42 Feb 28 2024,96,73,5,0,0
11:21:46 Feb 28 2024,97,73,27,0,0
11:21:50 Feb 28 2024,97,72,4,0,0
11:21:54 Feb 28 2024,96,71,0,0,0
11:21:58 Feb 28 2024,96,71,5,0,0
11:22:02 Feb 28 2024,95,72,0,0,0
11:22:06 Feb 28 2024,95,72,23,0,0
11:22:10 Feb 28 2024,95,72,0,0,0
11:22:14 Feb 28 2024,95,74,2,0,0
11:22:18 Feb 28 2024,95,74,4,0,0
11:22:22 Feb 28 2024,95,75,0,0,0
11:22:26 Feb 28 2024,96,76,0,0,0
11:22:30 Feb 28 2024,96,76,1,0,0
11:22:34 Feb 28 2024,96,75,1,0,0
11:22:38 Feb 28 2024,96,75,1,0,0
11:22:42 Feb 28 2024,95,74,34,0,0
11:22:46 Feb 28 2024,95,74,15,0,0
11:22:50 Feb 28 2024,95,76,0,0,0
11:22:54 Feb 28 2024,96,76,0,0,0
11:22:58 Feb 28 2024,96,77,0,0,0
11:23:02 Feb 28 2024,95,77,0,0,0
11:23:06 Feb 28 2024,95,78,17,0,0
11:23:10 Feb 28 2024,95,79,5,0,0
11:23:14 Feb 28 2024,96,81,26,0,0
11:23:18 Feb 28 2024,96,80,17,0,0
11:23:22 Feb 28 2024,96,79,8,0,0
11:23:26 Feb 28 2024,96,76,0,0,0
11:23:30 Feb 28 2024,96,72,4,0,0
11:23:34 Feb 28 2024,97,71,5,0,0
11:23:38 Feb 28 2024,97,68,4,0,0
11:23:42 Feb 28 2024,96,67,1,0,0
11:23:46 Feb 28 2024,96,68,4,0,0
11:23:50 Feb 28 2024,96,68,3,0,0
11:23:54 Feb 28 2024,96,70,13,0,0
11:23:58 Feb 28 2024,96,71,1,0,0
11:24:02 Feb 28 2024,96,72,0,0,0
11:24:06 Feb 28 2024,96,73,52,0,0
11:24:10 Feb 28 2024,96,73,8,0,0
11:24:14 Feb 28 2024,96,74,3,0,0
11:24:18 Feb 28 2024,96,74,0,0,0
11:24:22 Feb 28 2024,96,73,7,0,0
11:24:26 Feb 28 2024,96,71,0,0,0
11:24:30 Feb 28 2024,96,69,2,0,0
11:24:34 Feb 28 2024,96,69,1,0,0
11:24:38 Feb 28 2024,96,69,2,0,0
11:24:42 Feb 28 2024,96,69,7,0,0
11:24:46 Feb 28 2024,96,70,3,0,0
11:24:50 Feb 28 2024,96,70,8,0,0
11:24:54 Feb 28 2024,96,70,1,0,0
11:24:58 Feb 28 2024,96,70,0,0,0
11:25:02 Feb 28 2024,96,70,33,0,0
11:25:06 Feb 28 2024,96,70,46,0,0
11:25:10 Feb 28 2024,96,70,19,0,0
11:25:14 Feb 28 2024,96,72,59,0,0
11:25:18 Feb 28 2024,96,72,18,0,0
11:25:22 Feb 28 2024,96,72,0,0,0
11:25:26 Feb 28 2024,96,72,0,0,0
11:25:30 Feb 28 2024,95,75,43,0,0
11:25:34 Feb 28 2024,95,75,15,0,0
11:25:38 Feb 28 2024,95,75,4,0,0
11:25:42 Feb 28 2024,95,76,39,0,0
11:25:46 Feb 28 2024,95,76,51,0,0
11:25:50 Feb 28 2024,95,73,0,0,0
11:25:54 Feb 28 2024,96,71,0,0,0
11:25:58 Feb 28 2024,96,70,0,0,0
11:26:02 Feb 28 2024,96,71,17,0,0
11:26:06 Feb 28 2024,96,71,2,0,0
11:26:10 Feb 28 2024,96,69,45,0,0
11:26:14 Feb 28 2024,96,70,3,0,0
11:26:18 Feb 28 2024,95,72,0,0,0
11:26:22 Feb 28 2024,95,75,0,0,0
11:26:26 Feb 28 2024,95,74,7,0,0
11:26:30 Feb 28 2024,95,73,8,0,0
11:26:34 Feb 28 2024,95,73,11,0,0
11:26:38 Feb 28 2024,95,73,12,0,0
11:26:42 Feb 28 2024,95,73,18,0,0
11:26:46 Feb 28 2024,95,73,34,0,0
11:26:50 Feb 28 2024,95,73,25,0,0
11:26:54 Feb 28 2024,95,73,6,0,0
11:26:58 Feb 28 2024,95,73,50,0,0
11:27:02 Feb 28 2024,95,73,0,0,0
11:27:06 Feb 28 2024,96,71,0,0,0
11:27:10 Feb 28 2024,97,72,0,0,0
11:27:14 Feb 28 2024,97,72,27,0,0
11:27:18 Feb 28 2024,97,71,24,0,0
11:27:22 Feb 28 2024,96,72,5,0,0
11:27:26 Feb 28 2024,96,74,17,0,0
11:27:30 Feb 28 2024,96,76,36,0,0
11:27:34 Feb 28 2024,96,78,40,0,0
11:27:38 Feb 28 2024,96,79,13,0,0
11:27:42 Feb 28 2024,96,78,13,0,0
11:27:46 Feb 28 2024,96,81,9,0,0
11:27:50 Feb 28 2024,96,74,3,0,0
11:27:54 Feb 28 2024,95,69,1,0,0
11:27:58 Feb 28 2024,96,72,0,0,0
11:28:02 Feb 28 2024,96,73,0,0,0
11:28:06 Feb 28 2024,96,75,0,0,0
11:28:10 Feb 28 2024,96,74,2,0,0
11:28:14 Feb 28 2024,96,75,1,0,0
11:28:18 Feb 28 2024,96,75,2,0,0
11:28:22 Feb 28 2024,96,75,1,0,0
11:28:26 Feb 28 2024,96,74,8,0,0
11:28:30 Feb 28 2024,96,74,18,0,0
11:28:34 Feb 28 2024,96,74,17,0,0
11:28:38 Feb 28 2024,96,73,2,0,0
11:28:42 Feb 28 2024,95,69,11,0,0
11:28:46 Feb 28 2024,95,69,7,0,0
11:28:50 Feb 28 2024,95,72,32,0,0
11:28:54 Feb 28 2024,95,73,0,0,0
11:28:58 Feb 28 2024,96,73,19,0,0
11:29:02 Feb 28 2024,96,73,16,0,0
11:29:06 Feb 28 2024,96,73,3,0,0
11:29:10 Feb 28 2024,96,73,0,0,0
11:29:14 Feb 28 2024,96,73,14,0,0
11:29:18 Feb 28 2024,96,73,14,0,0
11:29:22 Feb 28 2024,96,70,2,0,0
11:29:26 Feb 28 2024,95,70,4,0,0
11:29:30 Feb 28 2024,95,70,0,0,0
11:29:34 Feb 28 2024,95,70,1,0,0
11:29:38 Feb 28 2024,96,69,0,0,0
11:29:42 Feb 28 2024,95,69,8,0,0
11:29:46 Feb 28 2024,96,72,67,0,0
11:29:50 Feb 28 2024,96,71,5,0,0
11:29:54 Feb 28 2024,96,71,0,0,0
11:29:58 Feb 28 2024,95,68,5,0,0
11:30:02 Feb 28 2024,95,71,7,0,0
11:30:06 Feb 28 2024,95,72,8,0,0
11:30:10 Feb 28 2024,95,70,4,0,0
11:30:14 Feb 28 2024,96,70,1,0,0
11:30:18 Feb 28 2024,96,70,16,0,0
11:30:22 Feb 28 2024,96,71,4,0,0
11:30:26 Feb 28 2024,96,70,0,0,0
11:30:30 Feb 28 2024,96,73,13,0,0
11:30:34 Feb 28 2024,96,72,11,0,0
11:30:38 Feb 28 2024,96,72,9,0,0
11:30:42 Feb 28 2024,96,72,2,0,0
11:30:46 Feb 28 2024,95,72,23,0,0
11:30:50 Feb 28 2024,95,72,1,0,0
11:30:54 Feb 28 2024,95,70,2,0,0
11:30:58 Feb 28 2024,95,70,8,0,0
11:31:02 Feb 28 2024,95,72,4,0,0
11:31:06 Feb 28 2024,95,72,19,0,0
11:31:10 Feb 28 2024,95,72,19,0,0
11:31:14 Feb 28 2024,95,72,7,0,0
11:31:18 Feb 28 2024,95,73,10,0,0
11:31:22 Feb 28 2024,95,78,68,0,0
11:31:26 Feb 28 2024,97,87,8,0,0
11:31:30 Feb 28 2024,97,87,9,0,0
11:31:34 Feb 28 2024,97,86,1,0,0
11:31:38 Feb 28 2024,97,90,5,0,0
11:31:42 Feb 28 2024,97,87,19,0,0
11:31:46 Feb 28 2024,96,76,8,0,0
11:31:50 Feb 28 2024,95,73,4,0,0
11:31:54 Feb 28 2024,96,72,0,0,0
11:31:58 Feb 28 2024,96,72,9,0,0
11:32:02 Feb 28 2024,96,74,1,0,0
11:32:06 Feb 28 2024,96,76,5,0,0
11:32:10 Feb 28 2024,95,76,6,0,0
11:32:14 Feb 28 2024,95,76,32,0,0
11:32:18 Feb 28 2024,96,78,5,0,0
11:32:22 Feb 28 2024,96,78,37,0,0
11:32:26 Feb 28 2024,96,77,12,0,0
11:32:30 Feb 28 2024,97,76,12,0,0
11:32:34 Feb 28 2024,97,77,1,0,0
11:32:38 Feb 28 2024,97,74,38,0,0
11:32:42 Feb 28 2024,97,77,0,0,0
11:32:46 Feb 28 2024,96,76,20,0,0
11:32:50 Feb 28 2024,95,75,0,0,0
11:32:54 Feb 28 2024,95,69,0,0,0
11:32:58 Feb 28 2024,96,70,0,0,0
11:33:02 Feb 28 2024,96,70,0,0,0
11:33:06 Feb 28 2024,96,69,0,0,0
11:33:10 Feb 28 2024,96,71,4,0,0
11:33:14 Feb 28 2024,97,71,1,0,0
11:33:18 Feb 28 2024,96,71,2,0,0
11:33:22 Feb 28 2024,97,73,4,0,0
11:33:26 Feb 28 2024,97,74,23,0,0
11:33:30 Feb 28 2024,97,78,6,0,0
11:33:34 Feb 28 2024,97,78,25,0,0
11:33:38 Feb 28 2024,97,78,2,0,0
11:33:42 Feb 28 2024,97,77,1,0,0
11:33:46 Feb 28 2024,96,71,0,0,0
11:33:50 Feb 28 2024,95,73,0,0,0
11:33:54 Feb 28 2024,94,74,0,0,0
11:33:58 Feb 28 2024,95,72,0,0,0
11:34:02 Feb 28 2024,95,75,1,0,0
11:34:06 Feb 28 2024,96,74,0,0,0
11:34:10 Feb 28 2024,96,71,23,0,0
11:34:14 Feb 28 2024,96,71,13,0,0
11:34:18 Feb 28 2024,96,71,9,0,0
11:34:22 Feb 28 2024,96,71,6,0,0
11:34:26 Feb 28 2024,96,71,7,0,0
11:34:30 Feb 28 2024,96,70,0,0,0
11:34:34 Feb 28 2024,96,69,0,0,0
11:34:38 Feb 28 2024,96,68,1,0,0
11:34:42 Feb 28 2024,96,68,2,0,0
11:34:46 Feb 28 2024,97,68,0,0,0
11:34:50 Feb 28 2024,96,68,1,0,0
11:34:54 Feb 28 2024,96,67,7,0,0
11:34:58 Feb 28 2024,96,67,5,0,0
11:35:02 Feb 28 2024,96,67,34,0,0
11:35:06 Feb 28 2024,96,67,3,0,0
11:35:10 Feb 28 2024,96,67,7,0,0
11:35:14 Feb 28 2024,96,67,11,0,0
11:35:18 Feb 28 2024,96,67,12,0,0
11:35:22 Feb 28 2024,95,70,10,0,0
11:35:26 Feb 28 2024,95,70,17,0,0
11:35:30 Feb 28 2024,95,73,4,0,0
11:35:34 Feb 28 2024,96,71,20,0,0
11:35:38 Feb 28 2024,96,70,0,0,0
11:35:42 Feb 28 2024,96,69,0,0,0
11:35:46 Feb 28 2024,96,70,12,0,0
11:35:50 Feb 28 2024,96,68,1,0,0
11:35:54 Feb 28 2024,96,68,0,0,0
11:35:58 Feb 28 2024,96,67,2,0,0
11:36:02 Feb 28 2024,96,69,0,0,0
11:36:06 Feb 28 2024,96,70,0,0,0
11:36:10 Feb 28 2024,95,68,6,0,0
11:36:14 Feb 28 2024,96,68,0,0,0
11:36:18 Feb 28 2024,96,67,0,0,0
11:36:22 Feb 28 2024,96,70,2,0,0
11:36:26 Feb 28 2024,95,75,5,0,0
11:36:30 Feb 28 2024,95,76,1,0,0
11:36:34 Feb 28 2024,95,77,0,0,0
11:36:38 Feb 28 2024,96,70,13,0,0
11:36:42 Feb 28 2024,96,73,18,0,0
11:36:46 Feb 28 2024,96,76,6,0,0
11:36:50 Feb 28 2024,96,76,1,0,0
11:36:54 Feb 28 2024,96,76,29,0,0
11:36:58 Feb 28 2024,95,78,32,0,0
11:37:02 Feb 28 2024,95,79,10,0,0
11:37:06 Feb 28 2024,95,80,32,0,0
11:37:10 Feb 28 2024,95,80,9,0,0
11:37:14 Feb 28 2024,95,80,25,0,0
11:37:18 Feb 28 2024,95,80,14,0,0
11:37:22 Feb 28 2024,95,80,30,0,0
11:37:26 Feb 28 2024,94,74,0,0,0
11:37:30 Feb 28 2024,94,72,7,0,0
11:37:34 Feb 28 2024,94,72,7,0,0
11:37:38 Feb 28 2024,94,72,31,0,0
11:37:42 Feb 28 2024,95,71,6,0,0
11:37:46 Feb 28 2024,95,71,28,0,0
11:37:50 Feb 28 2024,96,75,0,0,0
11:37:54 Feb 28 2024,95,75,0,0,0
11:37:58 Feb 28 2024,95,73,0,0,0
11:38:02 Feb 28 2024,95,73,0,0,0
11:38:06 Feb 28 2024,96,70,0,0,0
11:38:10 Feb 28 2024,96,70,47,0,0
11:38:14 Feb 28 2024,96,70,7,0,0
11:38:18 Feb 28 2024,96,70,0,0,0
11:38:22 Feb 28 2024,96,70,1,0,0
11:38:26 Feb 28 2024,96,70,0,0,0
11:38:30 Feb 28 2024,96,74,3,0,0
11:38:34 Feb 28 2024,96,76,3,0,0
11:38:38 Feb 28 2024,95,81,2,0,0
11:38:42 Feb 28 2024,96,79,0,0,0
11:38:46 Feb 28 2024,96,75,5,0,0
11:38:50 Feb 28 2024,96,75,11,0,0
11:38:54 Feb 28 2024,97,82,18,0,0
11:38:58 Feb 28 2024,97,78,7,0,0
11:39:02 Feb 28 2024,98,77,1,0,0
11:39:06 Feb 28 2024,98,77,19,0,0
11:39:10 Feb 28 2024,96,80,0,0,0
11:39:14 Feb 28 2024,95,73,0,0,0
11:39:18 Feb 28 2024,94,71,0,0,0
11:39:22 Feb 28 2024,94,68,0,0,0
11:39:26 Feb 28 2024,95,68,3,0,0
11:39:30 Feb 28 2024,95,68,3,0,0
11:39:34 Feb 28 2024,96,67,2,0,0
11:39:38 Feb 28 2024,96,69,0,0,0
11:39:42 Feb 28 2024,96,75,17,0,0
11:39:46 Feb 28 2024,96,75,29,0,0
11:39:50 Feb 28 2024,96,75,1,0,0
11:39:54 Feb 28 2024,95,74,4,0,0
11:39:58 Feb 28 2024,94,74,0,0,0
11:40:02 Feb 28 2024,93,75,2,0,0
11:40:06 Feb 28 2024,93,74,15,0,0
11:40:10 Feb 28 2024,93,74,14,0,0
11:40:14 Feb 28 2024,93,72,16,0,0
11:40:18 Feb 28 2024,95,70,1,0,0
11:40:22 Feb 28 2024,97,70,3,0,0
11:40:26 Feb 28 2024,98,73,5,0,0
11:40:30 Feb 28 2024,98,72,2,0,0
11:40:34 Feb 28 2024,96,70,0,0,0
11:40:38 Feb 28 2024,96,71,0,0,0
11:40:42 Feb 28 2024,96,71,0,0,0
11:40:46 Feb 28 2024,96,70,0,0,0
11:40:50 Feb 28 2024,96,69,0,0,0
11:40:54 Feb 28 2024,96,68,3,0,0
11:40:58 Feb 28 2024,96,69,18,0,0
11:41:02 Feb 28 2024,96,71,0,0,0
11:41:06 Feb 28 2024,96,71,21,0,0
11:41:10 Feb 28 2024,96,71,18,0,0
11:41:14 Feb 28 2024,96,71,13,0,0
11:41:18 Feb 28 2024,96,71,14,0,0
11:41:22 Feb 28 2024,96,71,12,0,0
11:41:26 Feb 28 2024,97,72,3,0,0
11:41:30 Feb 28 2024,96,73,0,0,0
11:41:34 Feb 28 2024,96,72,11,0,0
11:41:38 Feb 28 2024,97,71,28,0,0
11:41:42 Feb 28 2024,97,71,14,0,0
11:41:46 Feb 28 2024,96,71,2,0,0
11:41:50 Feb 28 2024,96,71,11,0,0
11:41:54 Feb 28 2024,96,72,11,0,0
11:41:58 Feb 28 2024,95,74,9,0,0
11:42:02 Feb 28 2024,95,74,16,0,0
11:42:06 Feb 28 2024,95,74,4,0,0
11:42:10 Feb 28 2024,95,74,3,0,0
11:42:14 Feb 28 2024,95,76,7,0,0
11:42:18 Feb 28 2024,94,80,0,0,0
11:42:22 Feb 28 2024,94,83,6,0,0
11:42:26 Feb 28 2024,94,83,12,0,0
11:42:30 Feb 28 2024,94,83,6,0,0
11:42:34 Feb 28 2024,95,77,0,0,0
11:42:38 Feb 28 2024,95,73,6,0,0
11:42:42 Feb 28 2024,95,73,2,0,0
11:42:46 Feb 28 2024,95,75,5,0,0
11:42:50 Feb 28 2024,95,76,0,0,0
11:42:54 Feb 28 2024,95,76,1,0,0
11:42:58 Feb 28 2024,95,75,5,0,0
11:43:02 Feb 28 2024,95,74,5,0,0
11:43:06 Feb 28 2024,95,74,0,0,0
11:43:10 Feb 28 2024,96,74,9,0,0
11:43:14 Feb 28 2024,96,72,4,0,0
11:43:18 Feb 28 2024,96,72,0,0,0
11:43:22 Feb 28 2024,95,69,0,0,0
11:43:26 Feb 28 2024,95,71,2,0,0
11:43:30 Feb 28 2024,95,72,0,0,0
11:43:34 Feb 28 2024,95,74,7,0,0
11:43:38 Feb 28 2024,95,77,4,0,0
11:43:42 Feb 28 2024,95,77,3,0,0
11:43:46 Feb 28 2024,95,77,1,0,0
11:43:50 Feb 28 2024,95,77,19,0,0
11:43:54 Feb 28 2024,96,75,19,0,0
11:43:58 Feb 28 2024,96,74,13,0,0
11:44:02 Feb 28 2024,95,70,3,0,0
11:44:06 Feb 28 2024,96,70,0,0,0
11:44:10 Feb 28 2024,96,70,0,0,0
11:44:14 Feb 28 2024,96,73,3,0,0
11:44:18 Feb 28 2024,96,77,8,0,0
11:44:22 Feb 28 2024,95,80,10,0,0
11:44:26 Feb 28 2024,95,81,5,0,0
11:44:30 Feb 28 2024,95,81,17,0,0
11:44:34 Feb 28 2024,95,81,38,0,0
11:44:38 Feb 28 2024,95,81,8,0,0
11:44:42 Feb 28 2024,95,85,0,0,0
11:44:46 Feb 28 2024,94,88,9,0,0
11:44:50 Feb 28 2024,94,87,1,0,0
11:44:54 Feb 28 2024,94,88,13,0,0
11:44:58 Feb 28 2024,94,79,0,0,0
11:45:02 Feb 28 2024,94,77,17,0,0
11:45:06 Feb 28 2024,94,77,14,0,0
11:45:10 Feb 28 2024,94,77,4,0,0
11:45:14 Feb 28 2024,94,78,25,0,0
11:45:18 Feb 28 2024,94,78,2,0,0
11:45:22 Feb 28 2024,94,78,14,0,0
11:45:26 Feb 28 2024,94,78,6,0,0
11:45:30 Feb 28 2024,95,70,1,0,0
11:45:34 Feb 28 2024,95,72,1,0,0
11:45:38 Feb 28 2024,96,71,1,0,0
11:45:42 Feb 28 2024,96,68,17,0,0
11:45:46 Feb 28 2024,96,76,10,0,0
11:45:50 Feb 28 2024,96,77,60,0,0
11:45:54 Feb 28 2024,95,80,14,0,0
11:45:58 Feb 28 2024,96,78,13,0,0
11:46:02 Feb 28 2024,96,80,4,0,0
11:46:06 Feb 28 2024,97,81,6,0,0
11:46:10 Feb 28 2024,96,87,70,0,0
11:46:14 Feb 28 2024,97,93,13,0,0
11:46:18 Feb 28 2024,97,90,16,0,0
11:46:22 Feb 28 2024,97,87,12,0,0
11:46:26 Feb 28 2024,97,86,8,0,0
11:46:30 Feb 28 2024,97,93,3,0,0
11:46:34 Feb 28 2024,97,92,11,0,0
11:46:38 Feb 28 2024,96,96,43,0,0
11:46:42 Feb 28 2024,96,93,20,0,0
11:46:46 Feb 28 2024,96,87,23,0,0
11:46:50 Feb 28 2024,96,88,21,0,0
11:46:54 Feb 28 2024,96,92,69,0,0
11:46:58 Feb 28 2024,96,89,2,0,0
11:47:02 Feb 28 2024,96,91,23,0,0
11:47:06 Feb 28 2024,96,87,3,0,0
11:47:10 Feb 28 2024,96,67,15,0,0
11:47:14 Feb 28 2024,95,67,1,0,0
11:47:18 Feb 28 2024,95,67,9,0,0
11:47:22 Feb 28 2024,95,67,3,0,0
11:47:26 Feb 28 2024,95,67,60,0,0
11:47:30 Feb 28 2024,95,67,61,0,0
11:47:34 Feb 28 2024,95,67,5,0,0
11:47:38 Feb 28 2024,93,62,9,0,0
11:47:42 Feb 28 2024,93,63,24,0,0
11:47:46 Feb 28 2024,93,63,31,0,0
11:47:50 Feb 28 2024,93,63,8,0,0
11:47:54 Feb 28 2024,93,63,18,0,0
11:47:58 Feb 28 2024,93,67,38,0,0
11:48:02 Feb 28 2024,93,67,15,0,0
11:48:06 Feb 28 2024,94,70,2,0,0
11:48:10 Feb 28 2024,96,84,55,0,0
11:48:14 Feb 28 2024,97,90,37,0,0
11:48:18 Feb 28 2024,97,90,14,0,0
11:48:22 Feb 28 2024,97,90,0,0,0
11:48:26 Feb 28 2024,97,89,35,0,0
11:48:30 Feb 28 2024,98,92,3,0,0
11:48:34 Feb 28 2024,98,92,25,0,0
11:48:38 Feb 28 2024,98,93,31,0,0
11:48:42 Feb 28 2024,98,92,16,0,0
11:48:46 Feb 28 2024,98,87,4,0,0
11:48:50 Feb 28 2024,98,87,3,0,0
11:48:54 Feb 28 2024,98,88,15,0,0
11:48:58 Feb 28 2024,98,88,14,0,0
11:49:02 Feb 28 2024,98,88,16,0,0
11:49:06 Feb 28 2024,97,85,13,0,0
11:49:10 Feb 28 2024,97,78,19,0,0
11:49:14 Feb 28 2024,97,79,2,0,0
11:49:18 Feb 28 2024,97,76,21,0,0
11:49:22 Feb 28 2024,97,76,90,0,0
11:49:26 Feb 28 2024,97,77,4,0,0
11:49:30 Feb 28 2024,97,77,10,0,0
11:49:34 Feb 28 2024,98,74,0,0,0
11:49:38 Feb 28 2024,97,74,1,0,0
11:49:42 Feb 28 2024,96,75,3,0,0
11:49:46 Feb 28 2024,96,78,15,0,0
11:49:50 Feb 28 2024,96,75,4,0,0
11:49:54 Feb 28 2024,96,75,6,0,0
11:49:58 Feb 28 2024,96,75,6,0,0
11:50:02 Feb 28 2024,96,75,6,0,0
11:50:06 Feb 28 2024,96,74,29,0,0
11:50:10 Feb 28 2024,95,72,0,0,0
11:50:14 Feb 28 2024,95,72,10,0,0
11:50:18 Feb 28 2024,95,78,0,0,0
11:50:22 Feb 28 2024,95,82,18,0,0
11:50:26 Feb 28 2024,95,82,14,0,0
11:50:30 Feb 28 2024,95,83,20,0,0
11:50:34 Feb 28 2024,96,85,1,0,0
11:50:38 Feb 28 2024,96,85,32,0,0
11:50:42 Feb 28 2024,96,85,109,0,0
11:50:46 Feb 28 2024,96,85,77,0,0
11:50:50 Feb 28 2024,96,85,52,0,0
11:50:54 Feb 28 2024,96,85,17,0,0
11:50:58 Feb 28 2024,96,82,5,0,0
11:51:02 Feb 28 2024,96,74,0,0,0
11:51:06 Feb 28 2024,96,73,5,0,0
11:51:10 Feb 28 2024,95,71,6,0,0
11:51:14 Feb 28 2024,95,73,3,0,0
11:51:18 Feb 28 2024,95,72,5,0,0
11:51:22 Feb 28 2024,96,69,0,0,0
11:51:26 Feb 28 2024,96,69,12,0,0
11:51:30 Feb 28 2024,97,69,11,0,0
11:51:34 Feb 28 2024,97,70,0,0,0
11:51:38 Feb 28 2024,97,72,12,0,0
11:51:42 Feb 28 2024,97,73,3,0,0
11:51:46 Feb 28 2024,97,73,15,0,0
11:51:50 Feb 28 2024,97,73,23,0,0
11:51:54 Feb 28 2024,97,73,19,0,0
11:51:58 Feb 28 2024,97,73,28,0,0
11:52:02 Feb 28 2024,97,73,22,0,0
11:52:06 Feb 28 2024,97,82,2,0,0
11:52:10 Feb 28 2024,98,85,10,0,0
11:52:14 Feb 28 2024,98,84,0,0,0
11:52:18 Feb 28 2024,98,79,6,0,0
11:52:22 Feb 28 2024,97,64,5,0,0
11:52:26 Feb 28 2024,97,64,1,0,0
11:52:30 Feb 28 2024,97,64,16,0,0
11:52:34 Feb 28 2024,96,63,4,0,0
11:52:38 Feb 28 2024,96,64,3,0,0
11:52:42 Feb 28 2024,96,64,18,0,0
11:52:46 Feb 28 2024,96,65,3,0,0
11:52:50 Feb 28 2024,97,66,0,0,0
11:52:54 Feb 28 2024,97,65,7,0,0
11:52:58 Feb 28 2024,97,66,8,0,0
11:53:02 Feb 28 2024,97,63,3,0,0
11:53:06 Feb 28 2024,97,66,3,0,0
11:53:10 Feb 28 2024,98,67,18,0,0
11:53:14 Feb 28 2024,98,67,11,0,0
11:53:18 Feb 28 2024,98,67,3,0,0
11:53:22 Feb 28 2024,98,67,20,0,0
11:53:26 Feb 28 2024,98,67,5,0,0
11:53:30 Feb 28 2024,97,68,9,0,0
11:53:34 Feb 28 2024,96,67,1,0,0
11:53:38 Feb 28 2024,96,67,39,0,0
11:53:42 Feb 28 2024,96,67,8,0,0
11:53:46 Feb 28 2024,96,67,27,0,0
11:53:50 Feb 28 2024,96,68,22,0,0
11:53:54 Feb 28 2024,96,66,8,0,0
11:53:58 Feb 28 2024,96,65,5,0,0
11:54:02 Feb 28 2024,97,65,0,0,0
11:54:06 Feb 28 2024,97,65,1,0,0
11:54:10 Feb 28 2024,97,70,4,0,0
11:54:14 Feb 28 2024,96,75,7,0,0
11:54:18 Feb 28 2024,96,74,11,0,0
11:54:22 Feb 28 2024,96,74,34,0,0
11:54:26 Feb 28 2024,96,74,1,0,0
11:54:30 Feb 28 2024,96,74,9,0,0
11:54:34 Feb 28 2024,96,73,10,0,0
11:54:38 Feb 28 2024,96,73,61,0,0
11:54:42 Feb 28 2024,95,67,13,0,0
11:54:46 Feb 28 2024,95,70,20,0,0
11:54:50 Feb 28 2024,95,69,0,0,0
11:54:54 Feb 28 2024,94,67,0,0,0
11:54:58 Feb 28 2024,95,67,2,0,0
11:55:02 Feb 28 2024,95,67,8,0,0
11:55:06 Feb 28 2024,95,69,6,0,0
11:55:10 Feb 28 2024,96,70,2,0,0
11:55:14 Feb 28 2024,95,71,0,0,0
11:55:18 Feb 28 2024,95,71,9,0,0
11:55:22 Feb 28 2024,95,71,8,0,0
11:55:26 Feb 28 2024,95,72,0,0,0
11:55:30 Feb 28 2024,95,72,5,0,0
11:55:34 Feb 28 2024,95,71,6,0,0
11:55:38 Feb 28 2024,95,67,27,0,0
11:55:42 Feb 28 2024,95,69,12,0,0
11:55:46 Feb 28 2024,95,69,10,0,0
11:55:50 Feb 28 2024,96,70,33,0,0
11:55:54 Feb 28 2024,97,70,29,0,0
11:55:58 Feb 28 2024,97,68,0,0,0
11:56:02 Feb 28 2024,97,66,0,0,0
11:56:06 Feb 28 2024,96,65,2,0,0
11:56:10 Feb 28 2024,97,64,20,0,0
11:56:14 Feb 28 2024,97,67,15,0,0
11:56:18 Feb 28 2024,97,67,14,0,0
11:56:22 Feb 28 2024,97,67,9,0,0
11:56:26 Feb 28 2024,97,67,17,0,0
11:56:30 Feb 28 2024,96,67,4,0,0
11:56:34 Feb 28 2024,96,67,1,0,0
11:56:38 Feb 28 2024,96,63,1,0,0
11:56:42 Feb 28 2024,97,63,3,0,0
11:56:46 Feb 28 2024,97,63,0,0,0
11:56:50 Feb 28 2024,97,66,0,0,0
11:56:54 Feb 28 2024,97,67,1,0,0
11:56:58 Feb 28 2024,97,68,6,0,0
11:57:02 Feb 28 2024,97,68,6,0,0
11:57:06 Feb 28 2024,97,68,0,0,0
11:57:10 Feb 28 2024,97,70,21,0,0
11:57:14 Feb 28 2024,97,70,11,0,0
11:57:18 Feb 28 2024,97,70,23,0,0
11:57:22 Feb 28 2024,97,69,3,0,0
11:57:26 Feb 28 2024,97,71,1,0,0
11:57:30 Feb 28 2024,97,74,0,0,0
11:57:34 Feb 28 2024,97,70,0,0,0
11:57:38 Feb 28 2024,97,67,0,0,0
